id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
293523031,Sonos Controller,107983872,USD,0,48905,2691,4.5,4.5,7.2,4+,Music,37,4,12,1
293573778,Avertinoo,8044544,USD,4.99,32,0,3,0,3.9.2,4+,Navigation,38,5,7,1
293622097,Google Earth,37214208,USD,0,446185,1359,3.5,3.5,7.1.6,4+,Travel,43,5,30,1
293760823,iFart - The Original Fart Sounds App,60320768,USD,1.99,21825,10,3,4,4.0.8,9+,Entertainment,37,5,1,1
293778748,PAC-MAN,100849664,USD,0,508808,99,3,4.5,6.3.5,4+,Games,38,5,10,1
294056623,FOX Sports Mobile,72748032,USD,0,57500,103,3,4,3.5.13,4+,Sports,37,0,1,0
294536447,First Words Animals,32164864,USD,1.99,2576,4,4,5,7,4+,Games,38,5,1,1
294631159,WeatherPro,69079040,USD,1.99,1572,34,4,4.5,4.8.2,4+,Weather,37,0,13,1
294934058,HotSchedules,82037760,USD,2.99,3292,2,3,5,4.56.1,4+,Business,37,2,2,1
295430577,Star Walk - Find Stars And Planets in Sky Above,150195200,USD,4.99,8932,55,4.5,5,7.2.3,4+,Education,37,0,12,1
295646461,"The Weather Channel: Forecast, Radar & Alerts",199734272,USD,0,495626,5893,3.5,4.5,8.11,4+,Weather,37,0,33,1
295759189,Big Day - Event Countdown,13156352,USD,0.99,812,14,3,4,8.2.0,4+,Lifestyle,38,0,7,1
295775656,12 Steps AA Companion - Alcoholics Anonymous,30367744,USD,2.99,1583,2,3.5,4.5,2.5.9.2,12+,Lifestyle,37,5,1,1
296581815,OpenTable - Restaurant Reservations,93420544,USD,0,113936,150,4.5,5,10.18.0,4+,Food & Drink,37,1,6,1
297244048,VLC Remote,31505408,USD,4.99,2027,2,4,5,9.3,4+,Entertainment,37,5,33,1
297332787,gFlashPro - Flashcards & Tests,25997312,USD,3.99,768,4,4,4,7.1,4+,Education,37,3,3,1
297368629,Lose It! – Weight Loss Program and Calorie Counter,182054912,USD,0,373835,402,4,4.5,8.0.2,4+,Health & Fitness,37,3,1,1
297430070,Target,138754048,USD,0,108131,13,3,2,8.21.0,4+,Shopping,37,0,1,1
297606726,Fish Tycoon,13564835,USD,0.99,18943,1787,3.5,4.5,1.1.0,4+,Games,47,0,1,1
297606951,"Amazon App: shop, scan, compare, and read reviews",133688320,USD,0,126312,22,3.5,3,9.10.0,4+,Shopping,37,5,8,1
297694601,Touchgrind,55205888,USD,4.99,35735,378,4,4.5,1.5.1,4+,Games,40,0,0,1
298127110,ProPresenter Remote,46922752,USD,4.99,410,7,3,2.5,4.8.1,4+,Utilities,37,5,1,1
298206806,iReal Pro - Music Book & Play Along,63283200,USD,12.99,1390,143,4.5,5,7.0.1,4+,Music,37,5,33,1
298596830,NRJ Radio,53426176,USD,0,38,2,3.5,5,5.2.6,4+,Music,37,5,4,1
298867247,Chase Mobile℠,39505920,USD,0,233270,14625,4.5,4.5,2.61,4+,Finance,37,0,2,1
299029654,大辞林,210088960,USD,21.99,64,0,4.5,0,4.1.1,4+,Reference,37,5,2,1
299515267,Allrecipes Dinner Spinner,36399104,USD,0,109349,1540,3.5,5,6.3,12+,Food & Drink,37,5,1,1
299853944,新浪新闻-阅读最新时事热门头条资讯视频,115143680,USD,0,2229,4,3.5,1,6.2.1,17+,News,37,0,1,1
299949744,MotionX GPS,56481792,USD,1.99,14970,24,3.5,4.5,24.2,4+,Navigation,37,0,1,1
300048137,AccuWeather - Weather for Life,181941248,USD,0,144214,2162,3.5,4,10.4.1,4+,Weather,37,1,43,1
300238550,"Mint: Personal Finance, Budget, Bills & Money",162891776,USD,0,232940,683,4,4.5,5.9.0,4+,Finance,37,5,1,1
300255638,ABC News - US & World News + Live Video,98108416,USD,0,48407,20,3,3.5,5.16,12+,News,37,0,1,0
300265786,Rowmote: Remote Control for Mac,54088704,USD,0.99,5531,37,3.5,2.5,4.3,4+,Utilities,40,3,13,1
300590611,Peekaboo Barn,50155520,USD,1.99,3393,77,4,4,5.1.0,4+,Education,43,5,1,1
300704847,Speedtest by Ookla,23936000,USD,0,65016,274,3.5,5,3.8.2,4+,Utilities,38,4,17,1
301387274,Pocket God,145293312,USD,0.99,187529,1071,4,4,1.48.2,9+,Entertainment,43,5,1,1
301521403,Nike+ Training Club - Workouts & Fitness Plans,140367872,USD,0,33969,466,3.5,5,5.4.1,4+,Health & Fitness,37,0,17,1
301724680,Citi Mobile®,281244672,USD,0,48822,193,3.5,4,8.5.0,4+,Finance,37,0,1,1
302049354,Phase 10 Pro - Play Your Friends!,66695168,USD,1.99,59155,101,4.5,2.5,3.2.0,4+,Games,40,5,1,1
302584613,"Kindle – Read eBooks, Magazines & Textbooks",169747456,USD,0,252076,80,3.5,4.5,5.11,4+,Book,37,5,9,1
303058767,MASH,41691136,USD,1.99,4913,1,4,4,3.3.2,9+,Games,37,3,15,1
303191318,同花顺-炒股、股票,122886144,USD,0,1744,0,3.5,0,10.10.46,4+,Finance,37,0,1,1
303337299,Wedding Dash Deluxe,55803904,USD,0.99,16567,1155,4.5,4.5,2.29.13,4+,Games,43,4,1,1
303849934,Beer Pong Game,188956672,USD,0,187315,9,2,4,17.05.15,17+,Games,37,5,9,1
304731501,Tempo - Metronome with Setlists,22185984,USD,2.99,4781,1,4.5,5,3.9.2,4+,Music,37,5,10,1
304770340,Skat,66160640,USD,3.99,94,4,4.5,4.5,11.0.10,4+,Games,37,0,1,1
304871603,Color Splash,28135424,USD,0.99,29554,55,4,5,3.6.1,4+,Photo & Video,37,0,3,1
304871622,Zombieville USA,27962441,USD,0.99,32988,2489,4,4,1.7,12+,Games,47,5,1,1
304878510,Skype for iPhone,133238784,USD,0,373519,127,3.5,4,6.35.1,4+,Social Networking,37,0,32,1
305343404,Tumblr,151573504,USD,0,334293,919,4,4,8.6,17+,Social Networking,37,5,16,1
305557780,iSwap Faces,27069440,USD,1.99,2302,3,3.5,5,5.1,4+,Photo & Video,37,5,1,1
305939712,Match™ - #1 Dating App.,101259264,USD,0,60659,57,3,2.5,17.05.01,17+,Social Networking,37,5,10,1
306169895,Tozzle - Toddler's favorite puzzle,168192000,USD,2.99,2562,10,4,4.5,5.1,4+,Games,37,5,4,1
306257910,HomeBudget with Sync,17485824,USD,4.99,3042,6,3.5,4,3.3.0,4+,Finance,37,5,11,1
306375551,Wind Meter,5234688,USD,0.99,338,12,2.5,2,5,4+,Weather,43,0,1,1
306468004,Map My Run+ - GPS Running & Workout Tracker,237913088,USD,2.99,16434,3,4.5,4.5,17.5.5,4+,Health & Fitness,37,0,9,1
306561234,Map My Ride+ - GPS Cycling & Route Tracker,233513984,USD,2.99,10046,7,4.5,5,17.5.5,4+,Health & Fitness,37,0,9,1
306621789,"HuffPost - News, Politics & Entertainment",110420992,USD,0,29107,85,3,4,11.2,12+,News,37,5,10,1
306628397,Phrase Party!,47774720,USD,1.99,878,48,4,4.5,8.7.5,17+,Games,38,5,1,1
306937053,Minesweeper Classic,22259712,USD,0.99,1140,20,3.5,3.5,3.6,4+,Games,37,4,1,1
307132353,Sally's Spa,431771648,USD,2.99,35074,403,4.5,4,3.3.0,4+,Games,43,0,6,1
307184892,"CBS Sports App - Sports Scores, News, Stats, Watch",120357888,USD,0,59639,11,3,2.5,10.2.2,17+,Sports,37,4,1,1
307219387,Brain Wave ™ - 32 Advanced Binaural Brainwave Entrainment Programs with iTunes Music and Relaxing Ambience,90828800,USD,4.99,2913,357,4,5,7.4,4+,Health & Fitness,43,5,1,1
307354030,iSwap Faces LITE,30796800,USD,0,39722,0,3,0,5.1,4+,Photo & Video,37,5,1,1
307386350,DIRECTV,151397376,USD,0,81006,25,3.5,3,4.9.705,4+,Entertainment,37,0,1,1
307569751,NYTimes Crossword - Daily Word Puzzle Game,46880768,USD,0,53465,204,3.5,4,2.8.1,4+,Games,37,5,1,1
307727765,Doodle Jump,48741376,USD,0.99,395261,88,4.5,4.5,3.17.6,4+,Games,37,0,1,1
307741537,LEDit – The LED Banner App,17145856,USD,1.99,2021,147,4.5,4.5,3.5.1,4+,Utilities,37,4,12,1
307764057,niconico,25808896,USD,0,182,0,3,0,6.52,17+,Entertainment,37,5,3,1
307906541,Fandango Movies - Times + Tickets,81924096,USD,0,291787,589,4,5,8.6,4+,Entertainment,37,4,1,1
308111628,iCab Mobile (Web Browser),19451904,USD,1.99,2441,4,4,5,9.9,17+,Utilities,38,4,12,1
308339980,iRagdoll - Ragdoll Physics,118683648,USD,0.99,1372,25,4,4,1.8.3,12+,Games,37,2,1,1
308368164,Proloquo2Go - Symbol-based AAC,723764224,USD,249.99,773,10,4,3.5,5.0.1,4+,Education,37,5,3,1
308750436,Dictionary.com Dictionary & Thesaurus,111275008,USD,0,200047,177,4,4,7.1.3,4+,Reference,37,0,1,1
308834491,20 Minutes.fr - l'actualité en continu,109616128,USD,0,112,0,3.5,0,5.0.11,12+,News,37,5,17,1
309025938,The Masters Tournament,120725504,USD,0,148160,63,4.5,3.5,9.0.701,4+,Sports,37,5,1,1
309172177,myAT&T,68491264,USD,0,108507,628,3,3,5.3,4+,Utilities,37,5,2,1
309187846,SFR TV,122153984,USD,0,46,0,3,0,7.3.0,4+,Entertainment,37,5,1,1
309465525,"Shutterfly: Prints, Photo Books, Cards Made Easy",122315776,USD,0,51427,874,4,5,7.7.0,4+,Photo & Video,37,5,1,1
309527804,StickWars,17010688,USD,0.99,53821,165,3.5,4,1.8.9,12+,Games,43,1,1,0
309735670,Indeed Job Search,3691520,USD,0,38681,563,4,4.5,4.3,4+,Business,37,3,28,1
310303959,World Cup Table Tennis™,31387648,USD,0.99,17776,6,4,5,4.6.1,4+,Games,37,0,11,1
310633997,WhatsApp Messenger,135044096,USD,0,287589,73088,4.5,4.5,2.17.22,4+,Social Networking,12,0,35,1
310636441,"iStudiez Pro – Homework, Schedule, Grades",55815168,USD,2.99,7308,15,4,4.5,1.9.1,4+,Productivity,37,5,30,1
310738695,Zillow Real Estate - Homes for Sale & for Rent,132632576,USD,0,342969,88478,4.5,4.5,10.4.5,4+,Lifestyle,37,5,1,1
310951782,2XL Supercross,270729216,USD,4.99,6093,3,4,5,1.2.1,4+,Games,37,5,7,1
311466554,Pocket Tanks Deluxe,39827456,USD,4.99,5452,39,4.5,4.5,2.3.1,9+,Games,38,5,1,1
311548709,Wells Fargo Mobile,57328640,USD,0,43064,216,3,2.5,3.55,4+,Finance,37,0,2,1
311762416,radio.de - Der Radioplayer,40717312,USD,0,64,9,4.5,5,4.0.5,4+,Music,37,5,14,1
311785642,AutoScout24 - mobile used & new car market,141136896,USD,0,220,2,4.5,5,9.1.10,4+,Productivity,37,5,13,1
311972587,Sky Burger - Build & Match Food Free,146228224,USD,0,114096,2157,4.5,4,3.0.3,4+,Games,37,5,3,1
312220102,MindNode – Delightful Mind Mapping,52294656,USD,9.99,1296,4,4,5,4.5.3,4+,Productivity,37,4,13,1
312266675,Packing Pro,16332800,USD,2.99,1293,31,4,5,12.2,4+,Travel,37,5,11,1
312325565,USAA Mobile,164382720,USD,0,19946,13,4,2.5,7.32.3,4+,Finance,37,5,1,1
312343159,The Moron Test,45712384,USD,0,88613,392,4,4.5,6.3.1,4+,Entertainment,37,5,1,1
313199385,Sunday Lawn,16086016,USD,0.99,107727,55,3.5,4.5,1.41.1,4+,Games,37,3,1,1
314303518,Peggle Classic,223805440,USD,0.99,21416,974,4.5,4.5,1.7.2,4+,Games,43,0,5,1
314506629,SmartGo Player,22159360,USD,2.99,533,27,4,4,2.5.1,4+,Games,37,3,9,1
314652382,I Am T-Pain 2.0,20542280,USD,2.99,32650,754,3.5,3.5,2.0.4,12+,Music,43,1,1,1
314716233,TextNow - Unlimited Text + Calls,130637824,USD,0,164963,69,3.5,4,8.5.1,4+,Social Networking,37,5,3,1
314819528,Boating Weather,8900608,USD,1.99,141,15,3,3,4.5,4+,Weather,40,0,1,1
314855255,Best Buy,180500480,USD,0,80424,46,4,4.5,10.11.0,4+,Shopping,37,5,2,1
314864297,I Dig It,19853312,USD,0.99,17190,180,4,4.5,1.12,4+,Games,40,0,1,1
315021242,Unblock Me,42926080,USD,0.99,7973,127,4,5,1.5.95,4+,Games,40,5,15,1
316025912,Sonic The Hedgehog,36692992,USD,2.99,19621,1191,4,4.5,2.1.2,4+,Games,37,5,1,1
316227296,10 Pin Shuffle Pro Bowling,36647936,USD,3.99,7315,138,4,4.5,2.01,4+,Games,37,5,6,1
316391924,Sky News,91697152,USD,0,118,0,3,0,4.6,12+,News,37,5,1,1
317469184,"ESPN: Get scores, news, alerts & watch live sports",51538944,USD,0,290996,150,3.5,3.5,5.7.1,4+,Sports,37,5,2,1
317809458,LiveATC Air Radio,8302592,USD,3.99,2785,90,4,4,1.9.0,4+,Travel,37,5,26,1
317904170,The Sims 3,430128128,USD,6.99,54408,65,3.5,2,1.4.10,12+,Games,37,5,8,1
318304532,"Chess Pro with Coach - Learn,Play & Online Friends",69960704,USD,9.99,8138,107,4,4.5,2.89,4+,Games,37,5,13,1
318592730,Guess My Age  Math Magic,767126,USD,0,123190,68841,3,3,1.1,4+,Education,47,0,1,1
318639200,Crush the Castle,12996628,USD,0.99,23810,582,3.5,4,1.5,12+,Games,45,0,1,1
319204550,2016 U.S. Open Golf Championship,139545600,USD,0,54192,32,4,2,8.0.263,4+,Sports,37,0,1,1
319284643,"The Championships, Wimbledon 2016 - Tennis Grand Slam",130394112,USD,0,20953,481,4,4,8.1,4+,Sports,37,5,1,1
319295332,TuneIn Radio Pro - MLB Audiobooks Podcasts Music,101925888,USD,9.99,71609,99,4.5,4,11.9,12+,Music,37,4,14,1
319740707,NBC News,52951040,USD,0,32881,7,3.5,2,5.11.0,12+,News,37,5,1,1
319881193,"Grindr - Gay and same sex guys chat, meet and date",80409600,USD,0,23201,14,2.5,2,3.9.1,17+,Social Networking,37,5,5,1
320029256,Whole Foods Market,137312256,USD,0,17906,4,3,3,8.3.17,4+,Shopping,37,5,1,1
320279293,NAVIGON Europe,144412672,USD,74.99,927,3,3.5,2.5,2.17,4+,Navigation,37,2,21,1
320300350,Virtual Families,27746273,USD,1.99,18920,3014,3.5,4.5,1.1.2,9+,Games,47,0,1,1
320596872,Sparkasse+,119648256,USD,0.99,30,0,3,0,3.1.3,4+,Finance,37,0,3,1
320599923,Sparkasse - Your mobile branch,119574528,USD,0,77,1,3,4,3.1.3,4+,Finance,37,0,3,1
320606217,Sleep Cycle alarm clock,79315968,USD,0,104539,11,4.5,4.5,5.4.1,4+,Health & Fitness,37,5,13,1
320636131,FACEinHOLE®,12818432,USD,0.99,4016,1,4,5,5.7,12+,Photo & Video,37,5,1,1
320650307,Harvest - Select the Best Produce,18165760,USD,1.99,299,28,4,4.5,3.1,4+,Food & Drink,38,0,1,1
321369231,WORMS,253834240,USD,1.99,5758,9,4,3,2.6,12+,Games,40,0,1,1
321756558,Pixel Starships™ : 8Bit MMORPG,69083136,USD,0,5565,140,4.5,4.5,0.39,9+,Games,37,5,17,1
322423174,Traffic Rush,8573952,USD,0.99,213092,51,3.5,4.5,1.45.1,9+,Games,37,3,1,1
322439990,MyRadar NOAA Weather Radar Forecast,127284224,USD,0,150158,3392,4.5,5,5.1.4,4+,Weather,37,2,8,1
322523436,Resident Evil 4: PLATINUM,81374398,USD,4.99,6046,446,4,4,1.04.10,12+,Games,47,0,1,1
323229106,"Waze - GPS Navigation, Maps & Real-time Traffic",94139392,USD,0,345046,3040,4.5,4.5,4.24,4+,Navigation,37,5,36,1
323242790,Cartoon Wars,13216994,USD,0.99,35930,262,3.5,4,114,12+,Games,43,0,1,1
323438913,Moto X Mayhem,21010210,USD,0.99,22557,526,4,4,1.8.7,4+,Games,47,0,1,1
324266640,Fantasy Football Manager - FFM for FPL,35998720,USD,0.99,292,1,3,5,9.3,17+,Sports,37,1,1,1
324684580,Spotify Music,132510720,USD,0,878563,8253,4.5,4.5,8.4.3,12+,Music,37,5,18,1
324887734,McDo France,37001216,USD,0,22,0,3.5,0,4.0.16,4+,Food & Drink,37,0,30,1
325462190,PGA Championship 2016 – Baltusrol Golf Club,64147456,USD,0,10472,58,3.5,2,8.1,17+,Sports,37,5,1,0
325658560,BFMTV : l'info en continu,100779008,USD,0,115,70,4,5,5.0.3,17+,News,37,4,1,0
325683306,"MyRadar Pro NOAA Weather Radar, Forecasts & Storms",123718656,USD,1.99,13915,205,4.5,5,5.1.4,4+,Weather,37,2,8,1
325954996,Spider:  The Secret of Bryce Manor,126312448,USD,1.99,6780,68,4,4.5,1.5,9+,Games,38,0,5,1
325962257,My Measures PRO,79882240,USD,7.99,1701,35,4,4.5,6.06,4+,Productivity,37,5,21,1
326082487,Food Additives Checker (E Numbers),6418432,USD,1.99,6,0,3.5,0,4.1.2,4+,Health & Fitness,37,0,8,1
326161564,SFR Mon Compte,74093568,USD,0,19,0,3,0,6.4.0,4+,Utilities,37,5,1,1
326574411,Baby Connect (Activity Log),12937216,USD,4.99,3483,79,4.5,5,5.4.3,4+,Medical,37,0,14,1
326876192,Epson iPrint,53388288,USD,0,2838,26,3,2.5,6.3.1,4+,Photo & Video,37,5,12,1
326885152,Mad Libs,118498304,USD,0,117889,725,3,4.5,3.3.3,4+,Entertainment,38,1,1,1
326979430,BATTLE BEARS: Zombies!,103197675,USD,0.99,50710,309,3.5,4,1.6.7,9+,Games,45,0,1,1
327193945,Hurricane Tracker,24574976,USD,2.99,3960,0,4.5,0,5,4+,Weather,37,0,1,1
327243363,NFL Sunday Ticket,96093184,USD,0,24258,305,3,2.5,2.6.042,4+,Entertainment,37,0,1,1
327455869,2016 US Open Tennis Championships,77700096,USD,0,37522,39,4,3,8.0.353,4+,Sports,37,4,1,1
327630330,Dropbox,180804608,USD,0,49578,16,3.5,3,50.2,4+,Productivity,37,5,20,1
328011357,Wa Kingyo - Goldfish Pond,56397824,USD,0.99,626,44,4,5,2.0.3,4+,Entertainment,38,5,2,1
328205875,Monkey Preschool Lunchbox,229272576,USD,1.99,9286,49,4,3.5,4.02,4+,Games,38,5,1,1
328415391,Yahoo Fantasy Sports,131000320,USD,0,190670,19,3.5,2.5,9.1.0,17+,Sports,37,3,45,1
329127297,Gaia GPS Classic,53097472,USD,19.99,2429,8,4.5,3.5,10.9.13,4+,Navigation,37,5,16,1
329174056,iLoan Calc (Loan calculator),3375104,USD,3.99,0,0,0,0,5.1.0,4+,Finance,37,5,3,1
329541503,Geocaching®,108166144,USD,0,12811,134,3.5,1.5,5.3,4+,Navigation,37,0,22,1
329670577,Camera+,89187328,USD,1.99,32338,261,4,4.5,9.1,4+,Photo & Video,37,0,10,1
329703516,Alter Ego,13647872,USD,4.99,262,43,4,4,1.3.0,12+,Games,40,5,1,1
329887910,Parking Mania,123544576,USD,0.99,9657,47,4.5,4.5,2.5.0,4+,Games,38,0,12,1
329981776,Sudoku⁺,1608704,USD,2.99,18332,1007,4.5,5,3.4,4+,Games,37,5,2,1
330376830,Period Tracker Lite,50169856,USD,0,53620,2872,4,5,9.5.1,12+,Health & Fitness,38,0,15,1
330803072,Camera Plus: For Macro Photos & Remote Photography,101181440,USD,0.99,38533,36,2.5,3.5,4.5.4,4+,Photo & Video,37,4,11,1
331004675,The perfect Egg timer,15329280,USD,0.99,40,0,3.5,0,1.8.9,4+,Food & Drink,37,4,7,1
331177703,Letter Quiz - alphabet tracing for kids,31845376,USD,1.99,472,0,4,0,2.4,4+,Games,37,5,1,1
331177714,Starbucks,135032832,USD,0,303856,7027,4.5,4.5,4.3.5,4+,Food & Drink,37,0,2,1
331259725,央视影音-海量央视内容高清直播,54648832,USD,0,2070,0,2.5,0,6.2.0,4+,Sports,37,0,1,1
331271904,Bloons TD,8432232,USD,2.99,7941,76,4,3.5,1.2.1,4+,Games,47,0,1,1
331308914,Weight Watchers,230720512,USD,0,136833,64,3.5,4.5,5.9.0,12+,Health & Fitness,37,5,6,1
331786748,"CNN: Breaking US & World News, Live Video",80211968,USD,0,112886,298,3.5,1.5,5.3,12+,News,37,1,1,1
331804452,Gilt,148201472,USD,0,26353,3,3.5,2.5,5.1.3,4+,Shopping,37,5,2,1
332568551,TRUTH or DARE!!! - FREE,20795392,USD,0,171055,31,3,3.5,5,12+,Entertainment,38,1,1,1
333180061,Canabalt,27934720,USD,2.99,4540,140,4,4.5,2.31,9+,Games,43,5,15,1
333206289,Alipay - Makes Life Easy,208309248,USD,0,1926,2,3,3,10.0.15,4+,Lifestyle,38,5,3,1
333246187,Scanner911 Pro,33812480,USD,3.99,14345,100,4,2.5,4,12+,News,37,0,1,1
333263435,Daily Teachings,20298752,USD,4.99,1340,288,4.5,5,1.7.3,4+,Lifestyle,38,0,1,1
333710667,Scanner Pro - PDF document scanner app with OCR,101346304,USD,3.99,31912,154,4.5,5,7.1.3,4+,Business,37,5,9,1
333903271,Twitter,210569216,USD,0,354058,452,3.5,4,6.79.1,17+,News,37,2,33,1
334235181,"Trainline UK: Live Train Times, Tickets & Planner",110198784,USD,0,248,0,4,0,22,4+,Travel,37,4,1,1
334256223,CBS News - Watch Free Live Breaking News,78047232,USD,0,11691,44,3.5,4.5,3.5.1,12+,News,37,5,1,1
334264405,iOvilus,9946112,USD,1.99,381,6,3,2,iOV 2.1.3,12+,Entertainment,38,0,1,1
334503000,The Impossible Quiz!,44652544,USD,0,18884,451,4,4.5,1.62,9+,Entertainment,37,0,1,1
334989259,WolframAlpha,30369792,USD,2.99,7410,82,4,4.5,1.7.3,9+,Reference,37,5,1,1
335029050,Catan,376171520,USD,1.99,15175,308,4,4,4.6.2,4+,Games,38,0,6,1
335047649,ScanBizCards Business Card Reader,96815104,USD,0.99,3166,34,4,4.5,6.08,4+,Business,37,5,5,1
335364882,"Walgreens – Pharmacy, Photo, Coupons and Shopping",169138176,USD,0,88885,333,4.5,4,6.5,12+,Shopping,37,5,1,1
335545504,King of Dragon Pass,364490752,USD,9.99,882,85,5,5,2.3.2,12+,Games,43,5,1,1
335709058,Stylebook,44135424,USD,3.99,1729,599,4,4.5,7,17+,Lifestyle,37,5,3,1
335744614,NBA,112074752,USD,0,43682,19,3.5,2.5,2013.4.3,4+,Sports,37,5,1,1
335862325,Blower,98942976,USD,0.99,861,70,2,2.5,4.2,4+,Entertainment,40,4,1,1
335875911,My Cycles Period and Ovulation Tracker,77686784,USD,0,7469,68,3.5,5,5.10.3,12+,Health & Fitness,37,0,2,1
335989871,"Kmart – Download Now, Shop Online & Pick Up Today!",94496768,USD,0,4186,6,3.5,4.5,17,4+,Shopping,37,0,1,1
